Year,Microorganism,Continent,Country,%ESBL,%R,Azithromycin,Beta.lactamase,Cefixime,Ceftriaxone,Ciprofloxacin,Fully susceptible,Group,N,NG_MAST,Non-susceptible,Number of laboratories,Penicillin,Tetracycline,azm_mic,cfx_mic,cip_mic,cro_mic,log2_azm_mic,log2_cfx_mic,log2_cip_mic,log2_cro_mic,log2_pen_mic,log2_tet_mic,pen_mic,tet_mic,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,AZM,CARBAPENEMS,CEFTAZIDIME,CFX,CIP,CRO,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PEN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,TET,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.008,0.004,0.002,,1049.0,,7753,,,0.12,16,0.03,0.008,0.002,0.004,-5.058893689,-6.965784285,-8.965784285,-7.965784285,-3.058893689,4.0,0.12,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,1.0,,-,,,0.5,0.5,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.008,0.004,,847.0,,4186,,,0.5,0.25,0.12,0.008,0.004,0.008,-3.058893689,-6.965784285,-7.965784285,-6.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.016,4,,1.0,,-,,,1,32,0.25,0.03,4.0,0.016,-2.0,-5.058893689,2.0,-5.965784285,0.0,5.0,1.0,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,1,0.004,0.002,0.002,,1.0,,-,,,16,16,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,4.0,4.0,16.0,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.008,0.004,2,,1061.0,,11095,,,0.25,16,0.06,0.008,2.0,0.004,-4.058893689,-6.965784285,1.0,-7.965784285,-2.0,4.0,0.25,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.5,0,0.008,0.008,4,,1018.0,,10193,,,2,1,0.5,0.008,4.0,0.008,-1.0,-6.965784285,2.0,-6.965784285,1.0,0.0,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1020.0,,10998,,,0.5,0.5,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.016,0.008,0.004,,1.0,,-,,,0.5,0.5,0.25,0.016,0.004,0.008,-2.0,-5.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,4,,559.0,,4995,,,0.5,16,0.25,0.008,4.0,0.004,-2.0,-6.965784285,2.0,-7.965784285,-1.0,4.0,0.5,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1050.0,,7803,,,0.5,0.12,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,847.0,,4186,,,0.12,0.12,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,-3.058893689,0.12,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.016,0.004,0.002,,1.0,,-,,,0.25,0.12,0.03,0.016,0.002,0.004,-5.058893689,-5.965784285,-8.965784285,-7.965784285,-2.0,-3.058893689,0.25,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.002,0.002,0.002,,1.0,,-,,,0.06,0.12,0.06,0.002,0.002,0.002,-4.058893689,-8.965784285,-8.965784285,-8.965784285,-4.058893689,-3.058893689,0.06,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.008,0.004,0.002,,1.0,,-,,,0.25,8,0.03,0.008,0.002,0.004,-5.058893689,-6.965784285,-8.965784285,-7.965784285,-2.0,3.0,0.25,8.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.5,0,0.016,0.016,4,,1018.0,,10193,,,4,1,0.5,0.016,4.0,0.016,-1.0,-5.965784285,2.0,-5.965784285,2.0,0.0,4.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,847.0,,4186,,,0.5,0.25,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.016,0.004,0.002,,1.0,,-,,,0.25,0.12,0.03,0.016,0.002,0.004,-5.058893689,-5.965784285,-8.965784285,-7.965784285,-2.0,-3.058893689,0.25,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,847.0,,4186,,,0.5,0.25,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.03,8,,186.0,,2400,,,1,1,0.25,0.03,8.0,0.03,-2.0,-5.058893689,3.0,-5.058893689,0.0,0.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.016,0.008,0.002,,1056.0,,9166,,,0.5,0.5,0.25,0.016,0.002,0.008,-2.0,-5.965784285,-8.965784285,-6.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.004,0.002,0.002,,1.0,,-,,,0.5,0.12,0.12,0.004,0.002,0.002,-3.058893689,-7.965784285,-8.965784285,-8.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,1049.0,,7753,,,0.12,16,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,4.0,0.12,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,404.0,,766,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,847.0,,4186,,,0.12,0.03,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,-5.058893689,0.12,0.03,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.004,0.002,0.002,,1025.0,,11867,,,0.5,0.25,0.06,0.004,0.002,0.002,-4.058893689,-7.965784285,-8.965784285,-8.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.5,0,0.016,0.016,4,,1018.0,,10193,,,4,1,0.5,0.016,4.0,0.016,-1.0,-5.965784285,2.0,-5.965784285,2.0,0.0,4.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.016,0.008,8,,186.0,,2400,,,0.5,0.5,0.06,0.016,8.0,0.008,-4.058893689,-5.965784285,3.0,-6.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.008,0.004,0.002,,1023.0,,11520,,,0.5,0.25,0.06,0.008,0.002,0.004,-4.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,1.0,,-,,,0.12,0.25,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,-2.0,0.12,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.008,0.004,0.002,,1043.0,,402,,,0.5,8,0.03,0.008,0.002,0.004,-5.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,3.0,0.5,8.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,847.0,,4186,,,0.5,0.12,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,1049.0,,7753,,,0.12,16,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,4.0,0.12,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.008,0.002,,1.0,,-,,,0.5,0.5,0.25,0.008,0.002,0.008,-2.0,-6.965784285,-8.965784285,-6.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.002,0.002,0.002,,1040.0,,2501,,,0.06,0.06,0.06,0.002,0.002,0.002,-4.058893689,-8.965784285,-8.965784285,-8.965784285,-4.058893689,-4.058893689,0.06,0.06,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,847.0,,4186,,,0.5,0.03,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-5.058893689,0.5,0.03,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,4,0,0.03,0.06,8,,1071.0,,3356,,,4,1,4.0,0.03,8.0,0.06,2.0,-5.058893689,3.0,-4.058893689,2.0,0.0,4.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,994.0,,9368,,,0.5,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,847.0,,4186,,,0.5,0.12,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,0.002,,1.0,,-,,,0.12,16,0.03,0.004,0.002,0.002,-5.058893689,-7.965784285,-8.965784285,-8.965784285,-3.058893689,4.0,0.12,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,1,0.008,0.004,4,,1.0,,-,,,16,32,0.12,0.008,4.0,0.004,-3.058893689,-6.965784285,2.0,-7.965784285,4.0,5.0,16.0,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.004,0.004,2,,1068.0,,12631,,,0.5,0.5,0.12,0.004,2.0,0.004,-3.058893689,-7.965784285,1.0,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.008,4,,1074.0,,8522,,,0.5,32,0.12,0.008,4.0,0.008,-3.058893689,-6.965784285,2.0,-6.965784285,-1.0,5.0,0.5,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.016,0.004,,1047.0,,7175,,,0.5,0.12,0.25,0.03,0.004,0.016,-2.0,-5.058893689,-7.965784285,-5.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.008,0.002,,1047.0,,7175,,,0.5,0.12,0.25,0.03,0.002,0.008,-2.0,-5.058893689,-8.965784285,-6.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1050.0,,7803,,,0.5,0.25,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,1.0,,-,,,0.5,0.25,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.5,0,0.03,0.03,4,,1018.0,,10193,,,2,2,0.5,0.03,4.0,0.03,-1.0,-5.058893689,2.0,-5.058893689,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,1,0.008,0.008,0.016,,1063.0,,11517,,,16,1,0.25,0.008,0.016,0.008,-2.0,-6.965784285,-5.965784285,-6.965784285,4.0,0.0,16.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,1.0,,-,,,0.5,0.25,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,1042.0,,299,,,0.5,0.25,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.016,0.008,0.004,,1072.0,,6339,,,0.5,1,0.12,0.016,0.004,0.008,-3.058893689,-5.965784285,-7.965784285,-6.965784285,-1.0,0.0,0.5,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.016,0.008,0.002,,1050.0,,7803,,,0.5,0.25,0.12,0.016,0.002,0.008,-3.058893689,-5.965784285,-8.965784285,-6.965784285,-1.0,-2.0,0.5,0.25,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,1.0,,-,,,0.5,16,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,4.0,0.5,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1050.0,,7803,,,0.5,0.12,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1050.0,,7803,,,0.5,0.12,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,1.0,,-,,,0.5,0.12,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.008,0.004,0.002,,1.0,,-,,,0.12,0.5,0.06,0.008,0.002,0.004,-4.058893689,-6.965784285,-8.965784285,-7.965784285,-3.058893689,-1.0,0.12,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.5,0,0.03,0.03,4,,1018.0,,10193,,,2,2,0.5,0.03,4.0,0.03,-1.0,-5.058893689,2.0,-5.058893689,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.03,8,,186.0,,2400,,,1,2,0.25,0.03,8.0,0.03,-2.0,-5.058893689,3.0,-5.058893689,0.0,1.0,1.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,1,0.03,0.03,8,,175.0,,217,,,16,32,0.12,0.03,8.0,0.03,-3.058893689,-5.058893689,3.0,-5.058893689,4.0,5.0,16.0,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.008,0.004,0.002,,1049.0,,7753,,,0.25,16,0.03,0.008,0.002,0.004,-5.058893689,-6.965784285,-8.965784285,-7.965784285,-2.0,4.0,0.25,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.002,,1020.0,,10998,,,1,0.5,0.25,0.008,0.002,0.004,-2.0,-6.965784285,-8.965784285,-7.965784285,0.0,-1.0,1.0,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,1,0.008,0.004,0.002,,1.0,,-,,,16,16,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,4.0,4.0,16.0,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1025.0,,11867,,,0.5,0.5,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,8,0,0.03,0.03,8,,1.0,,-,,,2,32,8.0,0.03,8.0,0.03,3.0,-5.058893689,3.0,-5.058893689,1.0,5.0,2.0,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.002,,1025.0,,11867,,,0.5,0.5,0.12,0.008,0.002,0.004,-3.058893689,-6.965784285,-8.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.03,0,0.004,0.002,4,,1.0,,-,,,0.12,16,0.03,0.004,4.0,0.002,-5.058893689,-7.965784285,2.0,-8.965784285,-3.058893689,4.0,0.12,16.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.06,0,0.03,0.004,0.002,,1.0,,-,,,0.5,0.12,0.06,0.03,0.002,0.004,-4.058893689,-5.058893689,-8.965784285,-7.965784285,-1.0,-3.058893689,0.5,0.12,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.008,0.004,0.004,,1056.0,,9166,,,0.5,0.5,0.25,0.008,0.004,0.004,-2.0,-6.965784285,-7.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.03,0.016,8,,186.0,,2400,,,1,1,0.12,0.03,8.0,0.016,-3.058893689,-5.058893689,3.0,-5.965784285,0.0,0.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.03,0.03,8,,186.0,,2400,,,2,2,0.25,0.03,8.0,0.03,-2.0,-5.058893689,3.0,-5.058893689,1.0,1.0,2.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.008,0.004,0.004,,1025.0,,11867,,,0.5,1,0.12,0.008,0.004,0.004,-3.058893689,-6.965784285,-7.965784285,-7.965784285,-1.0,0.0,0.5,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.016,0.008,0.004,,994.0,,9368,,,0.5,0.5,0.25,0.016,0.004,0.008,-2.0,-5.965784285,-7.965784285,-6.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.12,0,0.016,0.008,4,,1074.0,,8522,,,0.5,32,0.12,0.016,4.0,0.008,-3.058893689,-5.965784285,2.0,-6.965784285,-1.0,5.0,0.5,32.0,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
2015,NEISSERIA GONORRHOEAE,Oceania,New_Zealand,,,0.25,0,0.016,0.004,0.004,,1044.0,,4244,,,0.5,0.5,0.25,0.016,0.004,0.004,-2.0,-5.965784285,-7.965784285,-7.965784285,-1.0,-1.0,0.5,0.5,,,,,1.0,,,1.0,1.0,1.0,,,,,1.0,,,1.0,,
