Year,Microorganism,Country,%R,N,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories,3GCREC,3GCRKP,AMINOGLYCOSIDES,AMINOPENICILLINS,CARBAPENEMS,CEFTAZIDIME,FLUOROQUINOLONES,GENTAMICIN,MACROLIDES,METICILLIN,PENICILLINS,PIPERACILLIN+TAZOBACTAM,THIRD-GENERATION CEPHALOSPORINS,VANCOMYCIN
2015,ESCHERICHIA COLI,Norway,45.8,3299,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Netherlands,47.2,5376,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Estonia,47.4,196,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Germany,49.3,8053,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Austria,49.9,4880,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Latvia,53.6,192,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Czech Republic,54.3,3172,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovenia,54.8,1326,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Malta,55.0,258,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Croatia,55.3,1042,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Greece,56.1,1079,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,France,57.0,10946,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Portugal,57.8,5177,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Belgium,58.0,2674,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Lithuania,59.6,582,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Luxembourg,60.2,347,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Hungary,60.6,1970,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovakia,62.8,878,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Spain,63.9,6427,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Poland,64.7,346,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,United Kingdom,65.8,5117,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Ireland,66.2,2646,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Bulgaria,66.4,143,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Italy,67.4,3385,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Cyprus,68.3,123,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Romania,73.0,259,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Iceland,6.8,162,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Norway,10.2,3298,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Finland,11.2,4404,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Denmark,11.9,4570,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Sweden,12.6,5525,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Netherlands,13.2,5379,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Estonia,15.2,256,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,United Kingdom,15.6,5812,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,France,17.7,10998,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Germany,19.5,8712,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Austria,20.0,4808,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Lithuania,20.6,583,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Czech Republic,22.6,3165,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Ireland,23.1,2631,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Croatia,24.0,1038,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Luxembourg,24.2,347,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovenia,24.6,1325,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Belgium,26.6,2565,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Latvia,27.8,194,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Poland,27.9,1571,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Hungary,29.0,2021,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Portugal,29.7,5371,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Greece,30.6,1191,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Romania,30.7,371,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Spain,31.6,6484,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Bulgaria,35.3,204,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Malta,38.8,258,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovakia,44.2,894,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Italy,44.4,5590,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Cyprus,45.5,123,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Iceland,1.7,173,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Netherlands,5.7,5378,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Norway,6.0,3301,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Finland,6.1,4342,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Sweden,6.2,5995,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Denmark,7.5,4561,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Austria,9.7,4900,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Belgium,9.7,2593,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Germany,10.4,8724,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,France,11.0,11051,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Malta,11.2,258,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,United Kingdom,11.3,5169,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Estonia,11.4,246,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Ireland,11.4,2638,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Spain,11.6,6428,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Poland,11.9,1610,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Croatia,12.5,1046,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Luxembourg,12.7,347,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Slovenia,13.7,1326,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Czech Republic,14.5,3172,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Lithuania,16.0,581,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Portugal,16.1,5376,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Hungary,16.7,2026,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Latvia,17.9,201,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Greece,19.8,1215,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Romania,26.8,369,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Cyprus,28.5,123,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Slovakia,30.0,893,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Italy,30.1,5592,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Bulgaria,38.5,205,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Iceland,2.9,173,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Finland,5.4,4135,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Netherlands,6.0,5378,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Norway,6.0,3301,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Sweden,6.4,5761,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Denmark,6.8,4591,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Austria,7.0,4884,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Germany,7.2,8723,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,France,8.2,11055,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Belgium,8.4,2286,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Luxembourg,8.9,347,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Estonia,9.3,257,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,United Kingdom,9.9,6052,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Lithuania,10.1,583,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Poland,11.2,1581,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Czech Republic,11.3,3172,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Malta,11.6,258,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Ireland,11.8,2646,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Croatia,12.7,1008,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovenia,12.9,1326,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Hungary,13.6,2020,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Cyprus,13.8,123,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Portugal,13.8,5372,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Latvia,14.1,191,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Spain,14.7,6489,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Greece,16.1,1200,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Romania,18.3,366,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Bulgaria,19.8,182,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Italy,20.2,5408,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovakia,24.2,896,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Belgium,0.0,2588,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Bulgaria,0.0,182,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Croatia,0.0,1046,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Cyprus,0.0,123,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Czech Republic,0.0,1471,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Estonia,0.0,219,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Finland,0.0,4425,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Hungary,0.0,1922,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Iceland,0.0,162,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Latvia,0.0,192,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Lithuania,0.0,579,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Luxembourg,0.0,347,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Malta,0.0,258,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovakia,0.0,830,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Slovenia,0.0,1326,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Austria,0.05,4760,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Denmark,0.05,4046,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,France,0.05,10481,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Germany,0.05,8725,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Ireland,0.05,2615,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Netherlands,0.05,5375,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Norway,0.05,3297,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Spain,0.05,6399,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Poland,0.1,1499,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Portugal,0.1,5354,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Sweden,0.1,5307,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Italy,0.2,5592,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,United Kingdom,0.3,5497,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Greece,1.2,1215,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Romania,1.9,368,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,Iceland,0.0,162,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Norway,1.9,3298,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Netherlands,2.0,5377,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Denmark,2.5,4531,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Sweden,2.5,5257,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Finland,2.6,4103,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Austria,2.9,4785,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Germany,3.0,8707,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Belgium,3.5,2285,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,France,3.9,10988,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Lithuania,4.3,581,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,United Kingdom,4.5,5119,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Estonia,5.2,233,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Luxembourg,5.2,347,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Ireland,5.4,2621,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Spain,5.5,6416,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Poland,6.1,1532,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Hungary,6.7,2015,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Croatia,6.9,1000,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Czech Republic,6.9,3165,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Malta,7.0,258,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Portugal,7.6,5366,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Slovenia,8.1,1325,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Cyprus,9.8,123,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Latvia,10.5,191,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Greece,10.7,1187,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Bulgaria,12.6,182,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Romania,13.5,364,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Italy,14.6,5389,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,Slovakia,17.1,891,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,,30074,41.7,,,,0,0,1,1,1,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,31.6,22820,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,2.4,1713,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.2,126,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.05,1,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,7.3,5294,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,2.3,1626,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,1.6,1155,,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.2,121,,,,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.05,1,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.05,1,,,,,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,4.3,3118,,,,,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,2.8,2005,,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2015,ESCHERICHIA COLI,EU Total,0.4,322,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,0.05,5,,,,,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,5.1,3707,,,,,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,0.05,8,,,,,0,0,0,1,1,0,1,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,0.05,5,,,,,0,0,1,1,1,0,0,0,0,0,0,0,1,0
2015,ESCHERICHIA COLI,EU Total,0.05,21,,,,,0,0,1,1,1,0,1,0,0,0,0,0,1,0
2015,ENTEROCOCCUS FAECALIS,Cyprus,8.6,58,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Norway,9.8,163,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,France,12.2,1097,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Sweden,12.6,579,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Belgium,13.3,249,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Greece,13.3,460,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Iceland,14.3,21,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Luxembourg,14.3,56,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Netherlands,23.0,343,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Denmark,25.4,63,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Estonia,26.9,26,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Malta,27.6,29,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Ireland,28.0,261,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Germany,31.1,1249,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Slovenia,32.3,133,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Portugal,33.3,872,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Austria,33.7,501,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Croatia,35.5,203,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Latvia,36.2,58,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Czech Republic,38.8,544,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Spain,40.0,936,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Bulgaria,42.0,100,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Lithuania,44.4,63,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Hungary,45.5,730,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Poland,46.4,388,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECALIS,Italy,47.8,1249,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,ENTEROCOCCUS FAECIUM,Estonia,0.0,27,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Iceland,0.0,20,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Luxembourg,0.0,23,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Norway,0.0,185,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Sweden,0.0,408,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Finland,0.3,298,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,ENTEROCOCCUS FAECIUM,Belgium,0.6,163,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
